type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,batch,datetime,is outlier
red,10.6,0.31,0.49,2.2,0.063,18,40,0.9976,3.14,0.51,9.8,6,10,20200914271299,TRUE
red,12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,5,10,20200914271319,FALSE
red,12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,5,10,20200914271339,FALSE
red,11.7,0.49,0.49,2.2,0.083,5,15,1,3.19,0.43,9.2,5,10,20200914271359,TRUE
red,12,0.28,0.49,1.9,0.074,10,21,0.9976,2.98,0.66,9.9,7,10,20200914271379,FALSE
red,11.8,0.33,0.49,3.4,0.093,54,80,1.0002,3.3,0.76,10.7,7,10,20200914271399,FALSE
red,7.6,0.51,0.24,2.4,0.091,8,38,0.998,3.47,0.66,9.6,6,10,20200914271419,FALSE
red,11.1,0.31,0.49,2.7,0.094,16,47,0.9986,3.12,1.02,10.6,7,10,20200914271439,TRUE
red,7.3,0.73,0.24,1.9,0.108,18,102,0.9967,3.26,0.59,9.3,5,10,20200914271459,FALSE
red,5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,8,10,20200914271479,FALSE
red,10.2,0.29,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5,7,10,20200914271499,FALSE
red,9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5,10,20200914271519,FALSE
red,6.6,0.39,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,6,10,20200914271539,TRUE
red,9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5,10,20200914271559,FALSE
red,9.9,0.49,0.58,3.5,0.094,9,43,1.0004,3.29,0.58,9,5,10,20200914271579,FALSE
red,7.9,0.72,0.17,2.6,0.096,20,38,0.9978,3.4,0.53,9.5,5,10,20200914271599,FALSE
red,8.9,0.595,0.41,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,5,10,20200914271619,FALSE
red,12.4,0.4,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3,6,10,20200914271639,FALSE
red,11.9,0.58,0.58,1.9,0.071,5,18,0.998,3.09,0.63,10,6,10,20200914271659,FALSE
red,8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,6,10,20200914271679,FALSE
red,12.7,0.59,0.45,2.3,0.082,11,22,1,3,0.7,9.3,6,10,20200914271699,FALSE
red,8.2,0.915,0.27,2.1,0.088,7,23,0.9962,3.26,0.47,10,4,10,20200914271719,FALSE
red,13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6,10,20200914271739,FALSE
red,7.7,0.835,0,2.6,0.081,6,14,0.9975,3.3,0.52,9.3,5,10,20200914271759,FALSE
red,13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6,10,20200914271779,FALSE
red,8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,6,10,20200914271799,FALSE
red,8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,6,10,20200914271819,FALSE
red,9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2,7,10,20200914271839,FALSE
red,8.8,0.48,0.41,3.3,0.092,26,52,0.9982,3.31,0.53,10.5,6,10,20200914271859,TRUE
red,10.1,0.65,0.37,5.1,0.11,11,65,1.0026,3.32,0.64,10.4,6,10,20200914271879,FALSE
red,6.3,0.36,0.19,3.2,0.075,15,39,0.9956,3.56,0.52,12.7,6,10,20200914271899,FALSE
red,8.8,0.24,0.54,2.5,0.083,25,57,0.9983,3.39,0.54,9.2,5,10,20200914271919,FALSE
red,13.2,0.38,0.55,2.7,0.081,5,16,1.0006,2.98,0.54,9.4,5,10,20200914271939,FALSE
red,7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,6,10,20200914271959,FALSE
red,8.2,0.39,0.38,1.5,0.058,10,29,0.9962,3.26,0.74,9.8,5,10,20200914271979,FALSE
red,9.2,0.755,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2,6,10,20200914271999,FALSE
red,9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,5,10,20200914272019,FALSE
red,9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,5,10,20200914272039,FALSE
red,11.5,0.31,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,6,10,20200914272059,FALSE
red,11.4,0.46,0.5,2.7,0.122,4,17,1.0006,3.13,0.7,10.2,5,10,20200914272079,FALSE
red,11.3,0.37,0.41,2.3,0.088,6,16,0.9988,3.09,0.8,9.3,5,10,20200914272099,FALSE
red,8.3,0.54,0.24,3.4,0.076,16,112,0.9976,3.27,0.61,9.4,5,10,20200914272119,FALSE
red,8.2,0.56,0.23,3.4,0.078,14,104,0.9976,3.28,0.62,9.4,5,10,20200914272139,FALSE
red,10,0.58,0.22,1.9,0.08,9,32,0.9974,3.13,0.55,9.5,5,10,20200914272159,FALSE
red,7.9,0.51,0.25,2.9,0.077,21,45,0.9974,3.49,0.96,12.1,6,10,20200914272179,FALSE
red,6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,5,10,20200914272199,FALSE
red,6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,5,10,20200914272219,FALSE
red,8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5,10,20200914272239,FALSE
red,8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5,10,20200914272259,FALSE
red,8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6,10,20200914272279,FALSE
red,7.6,0.685,0.23,2.3,0.111,20,84,0.9964,3.21,0.61,9.3,5,10,20200914272299,FALSE
red,8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6,10,20200914272319,FALSE
red,10.4,0.28,0.54,2.7,0.105,5,19,0.9988,3.25,0.63,9.5,5,10,20200914272339,FALSE
red,7.6,0.41,0.14,3,0.087,21,43,0.9964,3.32,0.57,10.5,6,10,20200914272359,FALSE
red,10.1,0.935,0.22,3.4,0.105,11,86,1.001,3.43,0.64,11.3,4,10,20200914272379,FALSE
red,7.9,0.35,0.21,1.9,0.073,46,102,0.9964,3.27,0.58,9.5,5,10,20200914272399,TRUE
red,8.7,0.84,0,1.4,0.065,24,33,0.9954,3.27,0.55,9.7,5,10,20200914272419,FALSE
red,9.6,0.88,0.28,2.4,0.086,30,147,0.9979,3.24,0.53,9.4,5,10,20200914272439,FALSE
red,9.5,0.885,0.27,2.3,0.084,31,145,0.9978,3.24,0.53,9.4,5,10,20200914272459,FALSE
red,7.7,0.915,0.12,2.2,0.143,7,23,0.9964,3.35,0.65,10.2,7,10,20200914272479,FALSE
red,8.9,0.29,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3,6,10,20200914272499,FALSE
red,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5,10,20200914272519,FALSE
red,9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5,10,20200914272539,FALSE
red,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5,10,20200914272559,FALSE
red,9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5,10,20200914272579,FALSE
red,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5,10,20200914272599,FALSE
red,7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,7,10,20200914272619,FALSE
red,7.3,0.67,0.05,3.6,0.107,6,20,0.9972,3.4,0.63,10.1,5,10,20200914272639,FALSE
red,8.3,0.845,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11,4,10,20200914272659,FALSE
red,8.7,0.48,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2,7,10,20200914272679,FALSE
red,6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,6,10,20200914272699,FALSE
red,10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,5,10,20200914272719,FALSE
red,9.8,0.88,0.25,2.5,0.104,35,155,1.001,3.41,0.67,11.2,5,10,20200914272739,TRUE
red,15.9,0.36,0.65,7.5,0.096,22,71,0.9976,2.98,0.84,14.9,5,10,20200914272759,FALSE
red,9.4,0.33,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12,6,10,20200914272779,FALSE
red,8.6,0.47,0.47,2.4,0.074,7,29,0.9979,3.08,0.46,9.5,5,10,20200914272799,FALSE
red,9.7,0.55,0.17,2.9,0.087,20,53,1.0004,3.14,0.61,9.4,5,10,20200914272819,FALSE
red,10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,5,10,20200914272839,FALSE
red,12,0.5,0.59,1.4,0.073,23,42,0.998,2.92,0.68,10.5,7,10,20200914272859,FALSE
red,7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6,10,20200914272879,FALSE
red,7.1,0.84,0.02,4.4,0.096,5,13,0.997,3.41,0.57,11,4,10,20200914272899,FALSE
red,7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6,10,20200914272919,FALSE
red,7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,5,10,20200914272939,FALSE
red,7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,6,10,20200914272959,FALSE
red,10.1,0.28,0.46,1.8,0.05,5,13,0.9974,3.04,0.79,10.2,6,10,20200914272979,FALSE
red,12.1,0.4,0.52,2,0.092,15,54,1,3.03,0.66,10.2,5,10,20200914272999,FALSE
red,9.4,0.59,0.14,2,0.084,25,48,0.9981,3.14,0.56,9.7,5,10,20200914273019,FALSE
red,8.3,0.49,0.36,1.8,0.222,6,16,0.998,3.18,0.6,9.5,6,10,20200914273039,FALSE
red,11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6,10,20200914273059,FALSE
red,10,0.73,0.43,2.3,0.059,15,31,0.9966,3.15,0.57,11,5,10,20200914273079,FALSE
red,11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6,10,20200914273099,FALSE
red,6.9,0.4,0.24,2.5,0.083,30,45,0.9959,3.26,0.58,10,5,10,20200914273119,FALSE
red,8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,5,10,20200914273139,FALSE
red,9.8,1.24,0.34,2,0.079,32,151,0.998,3.15,0.53,9.5,5,10,20200914273159,FALSE
red,8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,5,10,20200914273179,FALSE
red,10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6,10,20200914273199,FALSE
red,9.3,0.41,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,5,10,20200914273219,FALSE
red,10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6,10,20200914273239,FALSE
red,8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9,5,10,20200914273259,FALSE
red,8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,5,10,20200914273279,FALSE
red,10.8,0.26,0.45,3.3,0.06,20,49,0.9972,3.13,0.54,9.6,5,10,20200914273299,FALSE
red,13.3,0.43,0.58,1.9,0.07,15,40,1.0004,3.06,0.49,9,5,10,20200914273319,FALSE
red,8,0.45,0.23,2.2,0.094,16,29,0.9962,3.21,0.49,10.2,6,10,20200914273339,FALSE
red,8.5,0.46,0.31,2.25,0.078,32,58,0.998,3.33,0.54,9.8,5,10,20200914273359,FALSE
red,8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5,10,20200914273379,FALSE
red,9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,5,10,20200914273399,FALSE
red,8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5,10,20200914273419,FALSE
red,7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,5,10,20200914273439,FALSE
red,9.1,0.64,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7,5,10,20200914273459,FALSE
red,7.7,0.66,0.04,1.6,0.039,4,9,0.9962,3.4,0.47,9.4,5,10,20200914273479,FALSE
red,8.1,0.38,0.48,1.8,0.157,5,17,0.9976,3.3,1.05,9.4,5,10,20200914273499,FALSE
red,7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,3,10,20200914273519,FALSE
red,9.2,0.92,0.24,2.6,0.087,12,93,0.9998,3.48,0.54,9.8,5,10,20200914273539,FALSE
red,8.6,0.49,0.51,2,0.422,16,62,0.9979,3.03,1.17,9,5,10,20200914273559,FALSE
red,9,0.48,0.32,2.8,0.084,21,122,0.9984,3.32,0.62,9.4,5,10,20200914273579,FALSE
red,9,0.47,0.31,2.7,0.084,24,125,0.9984,3.31,0.61,9.4,5,10,20200914273599,FALSE
red,5.1,0.47,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8,6,10,20200914273619,FALSE
red,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,10,20200914273639,FALSE
red,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,10,20200914273659,TRUE
red,9.4,0.615,0.28,3.2,0.087,18,72,1.0001,3.31,0.53,9.7,5,10,20200914273679,FALSE
red,11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,6,10,20200914273699,FALSE
red,10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,6,10,20200914273719,FALSE
red,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,10,20200914273739,FALSE
red,7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,6,10,20200914273759,FALSE
red,7.5,0.38,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6,4,10,20200914273779,FALSE
red,9.1,0.765,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7,4,10,20200914273799,FALSE
red,8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9,5,10,20200914273819,FALSE
red,7,0.78,0.08,2,0.093,10,19,0.9956,3.4,0.47,10,5,10,20200914273839,FALSE
red,7.4,0.49,0.19,3,0.077,16,37,0.9966,3.37,0.51,10.5,5,10,20200914273859,FALSE
red,7.8,0.545,0.12,2.5,0.068,11,35,0.996,3.34,0.61,11.6,6,10,20200914273879,FALSE
red,9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,6,10,20200914273899,FALSE
red,10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1,5,10,20200914273919,FALSE
red,8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,5,10,20200914273939,FALSE
red,8.7,0.69,0,3.2,0.084,13,33,0.9992,3.36,0.45,9.4,5,10,20200914273959,FALSE
red,8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5,10,20200914273979,TRUE
red,9.9,0.74,0.28,2.6,0.078,21,77,0.998,3.28,0.51,9.8,5,10,20200914273999,FALSE
red,7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,6,10,20200914274019,FALSE
red,8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5,10,20200914274039,FALSE
red,7.6,0.46,0.11,2.6,0.079,12,49,0.9968,3.21,0.57,10,5,10,20200914274059,FALSE
red,8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5,10,20200914274079,FALSE
red,7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5,5,10,20200914274099,FALSE
red,8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5,10,20200914274119,FALSE
red,8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,5,10,20200914274139,FALSE
red,7.6,0.42,0.08,2.7,0.084,15,48,0.9968,3.21,0.59,10,5,10,20200914274159,FALSE
red,7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,5,10,20200914274179,FALSE
red,7.5,1.115,0.1,3.1,0.086,5,12,0.9958,3.54,0.6,11.2,4,10,20200914274199,FALSE
red,9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4,5,10,20200914274219,FALSE
red,8.1,0.72,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1,6,10,20200914274239,FALSE
red,6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5,10,20200914274259,FALSE
red,6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5,10,20200914274279,FALSE
red,6.4,0.865,0.03,3.2,0.071,27,58,0.995,3.61,0.49,12.7,6,10,20200914274299,FALSE
red,9.5,0.55,0.66,2.3,0.387,12,37,0.9982,3.17,0.67,9.6,5,10,20200914274319,FALSE
red,8.9,0.875,0.13,3.45,0.088,4,14,0.9994,3.44,0.52,11.5,5,10,20200914274339,FALSE
red,7.3,0.835,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,5,10,20200914274359,FALSE
red,7,0.45,0.34,2.7,0.082,16,72,0.998,3.55,0.6,9.5,5,10,20200914274379,FALSE
red,7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,5,10,20200914274399,FALSE
red,7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,5,10,20200914274419,FALSE
red,7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,5,10,20200914274439,FALSE
red,8.2,0.59,0,2.5,0.093,19,58,1.0002,3.5,0.65,9.3,6,10,20200914274459,FALSE
red,9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2,5,10,20200914274479,FALSE
red,9,0.69,0,2.4,0.088,19,38,0.999,3.35,0.6,9.3,5,10,20200914274499,FALSE
red,8.3,0.76,0.29,4.2,0.075,12,16,0.9965,3.45,0.68,11.5,6,10,20200914274519,FALSE
red,9.2,0.53,0.24,2.6,0.078,28,139,0.99788,3.21,0.57,9.5,5,10,20200914274539,FALSE
red,6.5,0.615,0,1.9,0.065,9,18,0.9972,3.46,0.65,9.2,5,10,20200914274559,TRUE
red,11.6,0.41,0.58,2.8,0.096,25,101,1.00024,3.13,0.53,10,5,10,20200914274579,FALSE
red,11.1,0.39,0.54,2.7,0.095,21,101,1.0001,3.13,0.51,9.5,5,10,20200914274599,FALSE
red,7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6,10,20200914274619,FALSE
red,8.2,0.34,0.38,2.5,0.08,12,57,0.9978,3.3,0.47,9,6,10,20200914274639,FALSE
red,8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,5,10,20200914274659,FALSE
red,7.2,0.5,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6,6,10,20200914274679,FALSE
red,7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6,10,20200914274699,FALSE
red,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,10,20200914274719,FALSE
red,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,10,20200914274739,FALSE
red,7.6,0.54,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4,5,10,20200914274759,FALSE
red,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,10,20200914274779,FALSE
red,7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,6,10,20200914274799,FALSE
red,7.8,0.91,0.07,1.9,0.058,22,47,0.99525,3.51,0.43,10.7,6,10,20200914274819,FALSE
red,6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2,6,10,20200914274839,FALSE
red,8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5,10,20200914274859,FALSE
red,8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5,10,20200914274879,FALSE
red,8.8,0.42,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,5,10,20200914274899,FALSE
red,9,0.58,0.25,2.8,0.075,9,104,0.99779,3.23,0.57,9.7,5,10,20200914274919,FALSE
red,9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5,10,20200914274939,FALSE
red,8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10,6,10,20200914274959,TRUE
red,9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5,10,20200914274979,FALSE
red,9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,6,10,20200914274999,FALSE
red,9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,6,10,20200914275019,FALSE
red,8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,5,10,20200914275039,FALSE
red,7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,5,10,20200914275059,FALSE
red,7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6,10,20200914275079,FALSE
red,7.9,0.72,0.01,1.9,0.076,7,32,0.99668,3.39,0.54,9.6,5,10,20200914275099,FALSE
red,7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6,10,20200914275119,FALSE
red,9.4,0.685,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4,5,10,20200914275139,FALSE
red,9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4,5,10,20200914275159,FALSE
red,7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,6,10,20200914275179,FALSE
red,7.9,0.4,0.3,1.8,0.157,2,45,0.99727,3.31,0.91,9.5,6,10,20200914275199,FALSE
red,7.2,1,0,3,0.102,7,16,0.99586,3.43,0.46,10,5,10,20200914275219,FALSE
red,6.9,0.765,0.18,2.4,0.243,5.5,48,0.99612,3.4,0.6,10.3,6,10,20200914275239,FALSE
red,6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,6,10,20200914275259,FALSE
red,8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5,5,10,20200914275279,FALSE
red,7.1,0.52,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8,5,10,20200914275299,FALSE
red,7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,6,10,20200914275319,FALSE
red,6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5,10,20200914275339,FALSE
red,9,0.82,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10,5,10,20200914275359,FALSE
red,6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5,10,20200914275379,FALSE
red,7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,5,10,20200914275399,FALSE
red,9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5,10,20200914275419,TRUE
red,9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5,10,20200914275439,FALSE
red,10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6,10,20200914275459,FALSE
red,10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6,10,20200914275479,FALSE
red,8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,5,10,20200914275499,FALSE
red,7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,6,10,20200914275519,FALSE
red,8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,5,10,20200914275539,FALSE
red,7.1,0.61,0.02,2.5,0.081,17,87,0.99745,3.48,0.6,9.7,6,10,20200914275559,FALSE
red,7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,5,10,20200914275579,FALSE
red,10.1,0.27,0.54,2.3,0.065,7,26,0.99531,3.17,0.53,12.5,6,10,20200914275599,FALSE
red,10.8,0.89,0.3,2.6,0.132,7,60,0.99786,2.99,1.18,10.2,5,10,20200914275619,FALSE
red,8.7,0.46,0.31,2.5,0.126,24,64,0.99746,3.1,0.74,9.6,5,10,20200914275639,FALSE
red,9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,7,10,20200914275659,TRUE
red,9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,10,20200914275679,FALSE
red,9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,10,20200914275699,FALSE
red,7.2,0.61,0.08,4,0.082,26,108,0.99641,3.25,0.51,9.4,5,10,20200914275719,FALSE
red,8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,5,10,20200914275739,FALSE
red,5.1,0.585,0,1.7,0.044,14,86,0.99264,3.56,0.94,12.9,7,10,20200914275759,FALSE
red,7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,6,10,20200914275779,FALSE
red,8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,6,10,20200914275799,FALSE
red,8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7,10,20200914275819,FALSE
red,8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,7,10,20200914275839,FALSE
red,8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7,10,20200914275859,FALSE
red,7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,5,10,20200914275879,FALSE
red,7.6,0.48,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3,6,10,20200914275899,FALSE
red,7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,5,10,20200914275919,FALSE
red,12.9,0.5,0.55,2.8,0.072,7,24,1.00012,3.09,0.68,10.9,6,10,20200914275939,FALSE
red,10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5,10,20200914275959,FALSE
red,6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,4,10,20200914275979,FALSE
red,12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,6,10,20200914275999,FALSE
red,10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5,10,20200914276019,FALSE
red,9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,6,10,20200914276039,FALSE
red,10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,6,10,20200914276059,FALSE
red,7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,5,10,20200914276079,FALSE
red,9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,5,10,20200914276099,FALSE
red,7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,5,10,20200914276119,FALSE
red,4.9,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14,7,10,20200914276139,FALSE
red,6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5,10,20200914276159,FALSE
